,author,content,sentiment
24577,rashmi_patel,@kiyomisu ya and i would have gained a few kgs by then.  what are you working on today?,neutral
31263,FFMusic1,@GiulianaRancic Iï¿½m also watching a movie with friends (twilight),neutral
10947,katiecamie,@EmmieLemmy no.  and she was suggesting it for loan deferment,neutral
31074,MeghanMaxwell,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,empty
20993,baditz17,@cherrythegreat no problem  i'll  definitely bring some for Gelli,neutral
9197,Eladar,ah shit ... my chest hurts now,sadness
2640,xLakeEffectKid,"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you",sadness
16546,joeldavies,new guitar hero metallica guitar is already broken  #fail,sadness
38667,SarahCyrus,@LisaHopeCyrus sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff :/,hate
8764,Sereske,"I get another pack of geography test, so I have to correct it on the weekend.",neutral
28730,twistingaether,@ozdj Can I also have a swirly flat white?,neutral
87,palomalopes24,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you,worry
26379,NicolePRexec,Working on a PR plan. Then it is on to awards.,worry
28290,geenalove,@allicandy95 testing.... Hey! I gotta add you as someone to follow,happiness
18319,wesfif,"@WordofSouth Damn brah, u not happy?",worry
10654,MeganClaire,@jessicaringle i have to work tonight.  *M*,neutral
28196,C_Vanderlinden,"@OurLittleAcre I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth",worry
15060,xxviccytoriaxx,Har vondt i ryggen My back hurts,sadness
24448,iKasperr,"@jenniferjayy so long, farewell! &lt;333 Have a super amazing day! I'm going to sleep.",love
33698,shooter_mcgavin,Candle wax is very enjoyable.,relief
10015,brigidigit,@Elleipein aww honey I'm sorry,sadness
34814,nylahsmomma,@antdeshawn awww thank u. Feels good to be here,relief
2483,brookedanielle_,"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",neutral
2938,angch,in a meeting discussion colour of bikeshed,neutral
38281,HelloLizzi,i definitely win at life,relief
38898,yoeii,happy maders day,love
26730,kissthebassist,"@ifyoucdenise kk, awesome.",enthusiasm
10760,SacTomatoCarri,"@AnarchyGarden I was going to go on Sunday, but now I've got too much going on that weekend",worry
10909,Jerzygrllys,@tokiohotelusa did they have a video acceptance speech or anything? I can't watch the stream,neutral
17710,saharlestrange,I want to panic,worry
19693,vickijonasx,i'm going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,worry
8349,KatyushaD,"@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon.",neutral
14951,ViolaMaths,"Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week",happiness
27091,Courtnee96,Todays goal: Tweet more @ work  Im off to a good start but havent left the house yet. Welcome new followers! I hope your not too bored yet,happiness
12872,circusrunaway,"@justinobey I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",worry
8654,PBarBJones,@YSLaurenT me too,sadness
35775,eclecticeddie,"Hi tweete, surprised to see everyone still up...maybe it's the full moon",surprise
35194,kistinfrancia,@nadyanandita hey hey.. ketemu lagi kita di twitter,neutral
7621,princessmasayo,am but mom...  because my princess got pneumonia....,worry
28518,Jhanner,@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie,happiness
14811,BobbyJamesX,Going to buffalo wild wings to meet up with my best friends I haven't seen in forever! Too bad I can't eat the food,worry
4074,kittyannette,will be attending CIC's parents' orientation tomorrow...need to wake up early,surprise
31369,TweepToTweep,"@teamwinnipeg  Gerry, THANK YOU for following me!..help spread the news...further...I think this will be cool...thank u thank u thank u!",happiness
38022,Dwaynario,"@empresstrena have a nice time, with plenty of dreams",love
36869,thebirchtree,@lostintheforest thanks!  Remember the SAE for the we make stuff too,happiness
35999,SoyDonna,Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though,neutral
4356,RRSellers,Im sure the 5 ppl who came in after me will be seen by a dentist before I will,hate
21701,lesley007,@guybatty Hehe! It is nice down there,empty
23417,alextorres,Probando TweetDeck,neutral
36800,_justjimmy,@reags_ that's why twitter rocks!,love
28551,ginny9577,http://twitpic.com/33hus that's my baby,happiness
23617,jennoah,"@vjestep I'm mo nudge you again, better watch out!",enthusiasm
2381,phillipsdj,Being dragged round Ikea this morning  Bad times!,worry
15918,raquellestevens,seniors done  5 more days!! woohoo!! going out for the night.,happiness
15677,auribear,Soo tired! Feel worn out. Want to go to sleep but gotta go back out,worry
31674,WhiteandWong,Happy Mothers day to all mums,neutral
22177,angsuman,"@sajal I meant you are not lazy, your work proves it",enthusiasm
33106,Tyaddicted,will be doing all the chores just for her mama,love
39831,zhanning,im surfin..,neutral
11417,SirJenkins,Sicky sicky  sucks on such a lovely day,worry
29201,anaz,Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb,happiness
37890,HelloLizzi,"@OhaiGabriella O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:",happiness
5743,royalgeekg,@theblackqueen No sucky,neutral
24334,Olilawford,@lydia_teamgreen Marriage course is not running on either of the bank holidays in May. Back and running next week,neutral
6678,JazzieeBee,it's beeen onee year,empty
29282,blurrystar1,Happy Mother's Day! She liked the poem.,love
8836,DirtyRose17,@TinaBinaTooReal not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh,hate
27351,Pari_nthesis,I went to the World Education fair today. It was a whole different kind of circus.,happiness
6097,MeghanJG,"According to @momsrising, a quarter of families under six live in poverty.",worry
33050,kaylanicream,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,neutral
9874,Fainiel,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,sadness
5200,DsBabyGirl,@nkotblorib Nothing definite yet..and the show is in a week   I may just be resorted to giving them away,worry
25749,AlliC5,@MckMama That is INCREDIBLY sweet!!!! What a good Hubby...,love
9345,hiSheryl,Anddd justin. Eff,surprise
32103,claire_quileute,@_Bella_Cullen13 @RosalieHCullen @Esme_Cullen26 @alicecullen01 @NeSsIe_Cullen10  These are my family girls  love u guys *smiles*,love
32066,joefeser,@webaggression I can only promise about 150 or so.,sadness
5305,delanotho,@MikeAbrams Link doesn't work,neutral
26906,lazydhei,"says Finally, Im home.  http://plurk.com/p/rr121",relief
31557,ashponders,"9 imperials later, I'm ready ready for a nap.",neutral
5617,scraparcs,@hippyofdoom I didn't even get a chance to shop @ Aldi!,sadness
11152,beingnobody,@eightyfivemusic me too! i wish it would just say who has unfollowed,neutral
19202,vickybonnett,@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him,worry
13510,lisa_x,"my cat just fell off my bed lmfao, bless her. she got a fright  xx",worry
38791,JensTGZ,"off to westend now, enjoying the sun.",happiness
11316,NikoleCamarae,@samluminate the closest is a good two hours,empty
37968,HelloLizzi,@OhaiGabriella i hate it. it should just be english all day everyday,sadness
17916,maryamalsabah,its getting really windy out there,worry
3912,CharmL,The Heater blew up,worry
17814,tsarnick,@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0,surprise
13209,BrandySanDiego,I want to get super pretty  and i want a cig,happiness
2529,hdnoriega,In the emergency room with my cousin. She's got mad flu and can't walk or breathe.  Why are hospitals always so cold?,worry
14251,squelsh,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?",sadness
35004,DivaTomboy,"@cArtPhotography Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good.",worry
12396,mvidaure,@RawrEli Aww that sucks,hate
35534,alsointocats,Happy anniversary to @tayloredot and @hellohouston. You know whyyyy. Three years baby!!!,happiness
6448,webmaster_paul,@laylakayleigh i miss music on mtv!,worry
9734,AmberTen,I cant follow any1  on FollowFriday LOL u guys follow @SteveRaze @djpooh @losdigital @djsmartiez @djeightmile @maestro @rollingout @djlgee,neutral
23135,GemmaCocker,@colbyrne totally agree,enthusiasm
2330,HankKeleher,@MaryKathrynK Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.,worry
2326,ahitsCHRIS,Type cold in my room,worry
39730,blouisep,"@ashsimpsonwentz http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",fun
27298,TashaLouise94,is excited about Taylor Swift on wednesday!!!,happiness
11255,QuellThisNeed,"At every gas station, I look for postcards for @Zomuu22  No luck.",boredom
13155,GrandTheftBike,writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues,neutral
11848,BendyWalker,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.,sadness
21830,Sahoonie,sarah_marie_711 two weeks will fly by,neutral
20332,Petalice,@MaheshKukreja Welcome!,love
37107,xxxlisaperry,"finally tommorow is monday.. and the last day of school.. gonna miss them all,  preparing for holiday. i prefer go to bali yeaaay",worry
10847,missuh,still shoesless  que ardillaaaaaaaaaaaa!,worry
16411,EdStripe,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,worry
16855,nursecassie,@kyliexmonster WHAT?! i was wanting to see that show!!,surprise
32386,claudgrrl,@lyteforce Ur stat pack made the LB roll. It's like ur there!,love
22997,JemimahB,"@Jonasbrothers Nice skillz Nick  x love always, Marjorie &amp; Jemimah. Sydney, Australia.",love
24755,karichiqi,Europe bound,neutral
17409,youulovemee,@divarina21 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me.,sadness
445,imayami,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,hate
3323,lorraincium,Things aren't just as easy and simple as they seem to be.,neutral
27828,danyellap,"@jesterjay SWINE FLU. Some family just came back from Mexico, i'm staying FAR away! Im feelin much better now thanks Jay",worry
28691,LucasF86,@asinkujobear lol what..i was thirsty!,neutral
9962,tracyewilli,"@cultofdusty thats what i love about you, you are as SHAMELESS as i am lol and no  not yet..but it aint over yet either lol #frehleyfriday",love
23343,ganeshjaju,"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune   via http://twibes.com/group/PICT",neutral
21866,unabanana,@nicolerichie have you watched Persepolis? Broken English is also nice for sundays,neutral
17230,thatgeegirl,I have a belly ache...,worry
12956,kaityb,"sorry @tayfo, i chili cheese dogged without you",worry
17546,AmyMov,Night twitterland x I have to be up in five hours  sigh,neutral
5849,guidosenff,@missonice join the club,neutral
28108,pmartin46_USANA,"Hey, thanks for the follow, wow this is exciting a new tweet.",happiness
24296,MissxMarisa,"@tsarnick Yeah, you better be sorry! I can't believe you, kiss my sass!!!",surprise
39058,twobeatsoff,"happy birthday to my little sister gee! in celebration, have an article",worry
21843,yellowdocuments,Morning world! back to the office after longgggggggg weekend,relief
3795,SeanEKay,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",neutral
17603,lamb21,Is my picture showing?,neutral
24854,xloveablefreak,@yaseminx3 haha xD LMFAOO ;p yasemin ist sehr sï¿½ï¿½  we rawk or what? xD,happiness
4527,burin,working from home and ran out of coffee!,worry
862,markkenny,"My wife took my last ï¿½20, no McDonalds breakfast for me today",worry
26263,Klisfire,Hope my roommates having a good morning without TP and soap!,fun
27987,gormypuppy,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,worry
36986,sureshstudio,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,happiness
19374,Shakeibra,@estMay89 been there!  need somewhere NEW,neutral
32813,vcormier,Special chocr makin rounds @ Gourds show,neutral
13079,memilymanderson,enjoying my couch for the last time,worry
23216,susanahG,"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",happiness
14982,Hinesmdc,Why can't my HP use Dell Dock?,worry
25054,brianmccoll,@lizajbeck No argument there,neutral
3683,Angels_C,@demonicangel81 yay but u have no idea what you look like,neutral
11113,inmanyways,@SophieeeeLouise How do you vote? I'm on the website but can't find how to vote.,worry
21370,dizzycoolbabe,@Lizzi_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?,worry
4411,Neesha0429,@asheleybg That's actually not too far from the truth,surprise
38277,Fredrikkk,I feel better today.,relief
37241,billingtonart,"@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",relief
999,UggGirlie,How Come I Can Never Sleep Past?? Not Good,neutral
17619,nounandthenouns,So I love my mac but msn doesn't work on it still,sadness
27294,VAinParadise,@Dana_Willhoit Hoping your A/C is being fixed right now for you!,worry
30790,BigFan11,just got up and updated my ipod,neutral
31872,nikkighurl14,@ShaylaSenzafine haha..yeah..10th of May..lol..im greeting in advance! haha,happiness
27700,GTAPhotography,@LadyonAcres when i have to make a decision like that i always choose Black.....,empty
5303,SuzieSunshine,@anitapsays what happened?  are you suffering from neck/shoulder/back pain like me?  i can't move either,worry
29837,Jazzmatazzz,@YoshiTori Yeaup. I was gonna tell ya that,fun
25386,dan11ela,@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day,happiness
8641,asecretikeep,@StaceyVPofWC  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI,neutral
16670,jonathonmc,"@Nkcaump Excellent pic! Wish I were there, but it's a long drive from TN.",sadness
7584,hanishalim,missing loverboy so much,worry
6846,bengalsgirl85,last day off... back to work tomorrow,sadness
20069,ACESTAR76,@RealBillBailey Morning! Are u back in blighty Bill? Hope u had a lovely time away,worry
39265,sarahliesegang,Happy mothers day Mummy  ?,worry
14727,tombstoned,on my way to work. I'M SO HUNGRY!,sadness
293,carlysialevert,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me,happiness
30395,VISpandex,@r_city tell brandon I said hi!!,happiness
27289,sarie87,@cskittles00 thanks to follow. have a nice rest,neutral
34613,SteveKardynal,Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,surprise
15477,maryallynxx,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame.",sadness
17299,ShrinkingSusy,i bit my lip...hate it when i do that.,hate
2728,DrErnie,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap",worry
15552,Moleymoleymole,"I miss my doggy,my hammy,my turtle &amp;&amp; my fishes",worry
17238,kyra_all_over,"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad..",sadness
29495,hunycat,tweep tweep haha,love
11037,adriannemertise,Cucumbers. Mmm not so much ugh,worry
13195,trky1,Off work in half an hour. Getting an MRI after that. Yay me,relief
30528,jmoni,@onti1 have fun tonight,happiness
10262,Ashleymc6,If something doesnt happen around here im gonna fall asleep,empty
16147,krycha,f*** that weather,hate
15680,pilotdrift,On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht,sadness
9729,Beejing,Just lost respect to someone.,sadness
14161,mony06,@clubflys no decleration yet but crazy ass Koreans aren't playing nice anymore  what do u thinks next? I'm thinking war,surprise
12769,euskir,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;",sadness
8813,Simplegreenvr6,Dï¿½jï¿½ vu!!! Changing out of my GQ outfit,neutral
9710,MissMileysFan1,@MandyyJirouxx but Today mtv does not allow us to vote,sadness
26494,Bofu2U,"@ImagesAndWords or so a month. I put my 2 week's notice in a little over a week ago, my last day is this friday!",neutral
12645,nicolydossantos,@tommcfly do you remember my spok-5?,neutral
25361,MileyJBFan565,Btw that song is you'll always find ur way back home by hannah montana,empty
38082,Skibble,@MandyPandy32 Thanks hon!! Project Bra starts today!,happiness
19266,rossbergen,feeling sick. headache. bored. tireddd,worry
8826,laname,@SuprnaturlShana but he looks so much better with short hair,sadness
10939,ladyjordank,"@kaecie76 mines ben slow since last night, think i might need to reset it",worry
32095,Jinxie_G,@ChristianIvan Don't try too hard. You'll draw a blank.,neutral
35116,DaylySpecialz,"@LILBOOTY24 If u do, please pray 4 me.  Lord knows I need it.",neutral
17970,sconline,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,sadness
34653,AFranks128,Theres nothing like your own pillow.,worry
11535,HoldReview,looks like we're rained out for weekend climbing,sadness
18506,KillRockandRoll,"@kericontrary not  you, me, just drank too much.",worry
659,mallycakes,@Joshuah_Pearson,neutral
35666,tmh88,home bound for mothers day,neutral
26571,PatiLucy,is going to a wedding in the afternoon,neutral
31214,lpsimper,"Ok, time for bed. Good night Twitter",relief
6507,jesssicababesss,@IvanaE grrrrrrrrrrrrrr ive barely read any of it,worry
5785,BethhCunningham,"I also want it to be the 6th, i miss my girlies so much  @georgielockwood WE GET TO BE ROOMIES AGAIN!",neutral
16500,lyricsoul,Have a HUGE headache... don't have asprin here at work.,worry
37307,Jujjaloo,@xxmarypoppinsxx thanks. Ive got a holiday in a few weeks and also more concerts to look forward to,love
25812,seoulcitykitty,haha! and i just got an email that truth is now following me on Twitter  A sign that I need to do away with the obscure mind games?,neutral
37578,toririchardson,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",happiness
8088,MikeCooks,In the mood for shrimp scampi but I don't have vermouth.,worry
29485,djkboogie,@toxiccupcakeCxC LOL have whoopi? Who are u Chuck Woolery?,surprise
19319,xoxoadrianne,@rouxified help!!,love
31339,burnthatbox,"@vardenrhode Many thanks, mate",happiness
9883,bond55,planning how to move back home...the regression process is in motion,neutral
10399,purechinoy,dang it...looks like I have to work this weekend  they always do that at the last minute! n I really wanted some time to practice my talk,worry
27275,pabloeh,@mbloomer64 awww. If I coukd send it from my phone I would. What kind of flair would you like?,love
13622,paigedelperdang,@Ashleys4 me too,neutral
24234,swirlyarts,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,happiness
32492,tylergalpin,"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too",love
20558,amathist,@nomek is new van a nice one,neutral
33916,Jenty,@louisabouwer yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,neutral
30670,reenalove,good morning everbody!,happiness
8642,anstuart,"Yea, someone is getting the best of me.",surprise
2066,Paris36,Rain rain go away,worry
23755,wildasaur,? &lt;---- I'm going to post this EVERYWHERE now.,neutral
1071,antandbecks,"Just spoke to Keith Urban's record company, we can't get him on the show till we're back from holidays  sorry Jack, we're trying mate!",worry
7076,CHELSE4,"At work again, when the weather is beautifullll",love
16234,savvybride,@thesmartplanner I so wish I could go to your blogging bootcamp in Knoxville this coming week! I'm so close but yet so far.,worry
26607,saltymomma,"@Maritzasylvia Hmm.. didn't get the DM, are you sure it didn't go to someone else?",worry
1720,twinkljiawenni,"When the weather's... ugh, something like asthma. So, yeah, Ventolin.",worry
35966,TroyMcDonald,@FrankRumbauskas Really bad ones are also classic.,neutral
37604,rmtiwari,@eddai  Then Google Vs. Twitter . Mother's Day Vs. Mothers Day . . Mother's Day - web1.0 type. Mothers Day is Social Media -web2.0,neutral
35078,makeedoo,i'm also on plurk  try it,love
24015,alechosterman,@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead.,neutral
33118,thinkkindness,Gave my dog a bath &amp; and then jumped in the mud - gotta love it!,love
25154,lukehmuse,@F1_lou hahah hopefully!  enjoy your day,happiness
9958,m_martins,@arsc mega burguer was my lunch yesterday,neutral
17621,ChefAsata,"@foodphilosophy seriously, technology isn't always my friend. Nothing like doing double research.",hate
18538,colettebett,"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me",sadness
20881,MartynLawrence,Going to get me a new roomie today,neutral
18512,em_tallica,@johnnybeane What happened?!,neutral
26306,Exquisitedee,Good morning,neutral
28325,krystinascott,"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.",happiness
3878,ElectriKateD,*sits at the airport waiting for @DenalisAngel to get here*..I got in early to surprise her and i can't find her,worry
4980,nygma,Last night was fun w the lightening and thunder  Today will be in the 90s,happiness
12798,eventide89,@dylanxtra awwwwwwwwww  thats jus...awwwww.did she get to start again like?,surprise
17123,Monica2112,"@maddsie Thanks, none close to me.",anger
11800,fremlindigital,Now I have no Sky until Monday,neutral
29858,Joseph1391,So my coworker/friend told me the manager who sent me home is afraid she's in trouble for sending me home haha. Dumb bitch,empty
37225,triphazardmusic,... We are playing an acoustic set @ Styles Bar today @ 3!!! Hope to see you there  ...,happiness
18962,Susanstewart1,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,",sadness
31516,Aiysha,@Roqayah good morning,happiness
34145,libertysnippet,@leahita Your sweetie is very lucky too!  #liberty,happiness
16249,NuNu_213,"@natetron Yo nate, what's going on with Morgie? Is she ok??",surprise
17507,dee825,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,worry
20902,aprilodessa,I'm writing from my BlackBerry now.,surprise
13768,sarahxmcfly,in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox,love
32678,lionl,"@karlixpaz Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!",happiness
2569,ByronJH,"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap",worry
2223,Sean2theO,@JasonVonBerg thats the crazy part - was for 16:30. but reasons include &quot;full schedule&quot; &amp; &quot;travelling with his daughter&quot;... So. Not. Cool,sadness
32717,Riyanweb,Facebooking,neutral
29513,cawildrose,Happy to see Kurt spin.,happiness
26570,tn_femme,@Bball4life Florida should be nice.,enthusiasm
27288,ciaobella50,@THEDIAMONDCOACH  Hey my friend need some inspiration...  no one can do it like you.. @deadplaygroud   Thanks,relief
26124,AntiSteph,SOMEBODY CHECK THE WEATHER FOR ME  kthxbai.,neutral
33491,kelsfoster,Happy Mother's Day! I love my mommy,love
10777,Innocent_Kitty,I'm so down again.  I wish I could share my problems with someone...,sadness
4626,laurlita,"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",neutral
1479,savawatts8,Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I &lt;3 it anyway..,sadness
16481,hawkslover10,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can't wait for the day off tomorrow,  I have to work Sunday.",sadness
39268,NoSheds,@LJRICH hello - as requested,neutral
39421,Ceza78,Had a lovely Mothers Day,love
20189,closedlavenders,@galacticfaerie Sounds great. I'm looking forward to it then,happiness
26055,candiesandmusic,the whole day.,neutral
16083,periwinkleme,"@Jennvy Hey sorry this is late, I leave in 30 min  raincheck...tomorrow?",worry
3372,karlaarandela,My poor andrew just had 2 of his wisdom teeth removed.  i wish he'll get better fast.,worry
16474,alpy,"@jwalsh well, the requirements are quite high as well",worry
11985,spenceman91,"looking for my dog, she escaped",neutral
422,FinIsKing,I want another tatt,enthusiasm
23904,rwo,@keino sao b?o l?c th? em ;;) m?i xem xong Hostel h?,neutral
36541,CSI_PrintChick,@RetroRewind Joe's version is pretty but it's a sleeper.  Shouldn't be played at 1am.,fun
25750,redbrickroad,SO BORED.,neutral
18497,Marcelz,@SimpleMia Yes. Need to listen to sad SP-Songs,sadness
35216,keonr,Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
6303,normaltusker,@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?,love
14659,maximillian62,"@BerlyAnne lol, don't rub it in",neutral
18426,steffuhkneee,@summerkristine i want you to go walking with me!! but i still miss my satan,sadness
21720,musicishotsex,@EmilyAllTimeLow: yes!,love
38301,missphiaelle,http://bit.ly/137cTy How about some Celtic up in our lives?,neutral
12534,Caelsa2009,where is my melly belly when i need her ?,worry
26680,JapanMike,Going to jog down to uni. Quite a way from my family home but exercise and all that,worry
1151,prem_k,Unstable broadband and electricity taking toll on my mental stability.,empty
11150,itssoophie,"I think I've never been so tired in my entire life. Gotta go now, I've got some homework to do",worry
1556,iarobin,Test another update... sorry for bothering all of u guys,worry
34118,zenbb,@gk2007 Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by ),empty
34788,wrynex,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,happiness
771,FF5Freak910,"dont know why so tired today  bye, time for beddy",neutral
9278,SpreadGaGaLove,stood on my curlers and burnt myself  then burnt my hand when i picked them up..,sadness
19377,katybatista,@nezua i want to comment but don't understand what you're saying,worry
15076,Lady_La_La,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old,sadness
29444,paulcip,"stealth shopping - got wife b-day present while at mall together and she didn't notice - buy, hide it in car, back before she missed me",happiness
4166,AlyxandraB,At work  oh no it's the first day of monthly visitor ahhhhhh,sadness
13640,LaChicaPreciosa,Ouuchh! I hurt my index finger!! ahhhh,worry
24681,PeterHC,@iaindodsworth Told you that when you got rid of the last one. Did you listen,anger
16786,Youngpromise,"5 Mins, till the end of follow me Friday",sadness
9005,leehong2511,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,worry
37757,angelic22,@taylor_dayne OMG!!! Yr like a goddess to me. Prove yr love &amp; love will lead u back are 2 of my fav old skool tracks  x,love
38558,pam_thompson,@jlamshed You're sending tweets to yourself again!,hate
33689,robsainz,@donttrythis Something like that happened to me once: We closed the side door too hard and the engine locked up,worry
15535,jennyfertran,wishing warped tour came to london canada.....,happiness
36705,mz_icandy,@kaysesoze u drink mor than all th #g1freaks put togetha!,worry
22872,yonderboy,"@DeveshM just had a look - missed out by a couple of hours, i'm sorry. i'll let you know next time..",worry
21911,Networking_Lady,finally not talking about teachers but facilitators  #edumedia09,neutral
31187,ddfrisbie,@lawoogie That's just how babies are  Their little rhythms are still in sinc with when they were inutero.,neutral
16024,RockinChick09,http://twitpic.com/67otn - Awwwww i want them,surprise
37714,dhelios,"Efteling was great, had a nice time with family, had dinner.. forget my keys in the car  hmmm! Bless the ANWB! Back in Germany now",happiness
34489,DonniesGirl69,@JoesGaGirl Here I'm staying up with you and you're not talking to me.   hehe,surprise
28330,emaatwell,@xxPat..not that school wouldnt suck all the time,sadness
29422,ErotiquePress,"@Dhympna Link won't open, but I will try it when i have a better connection tomorrow. I'm curious now",worry
11771,LaPrincesa86,...yup..still havent packed,worry
8396,djmoonbaby,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!,sadness
37217,SteveTallamy,@debraoakland  Only telling the truth Dibster,worry
14509,sallyinnorfolk,@annief1 had a panic with the car .....,worry
6143,hollowlegs,@handlewithcare Awww mate. that's such a shitter,worry
18011,ScoutieOs,"@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry.",sadness
6817,desiree_smith,"@KevynPM Ian and I are going to a matinee tomorrow, or that's the plan at least...it's going to be too expensive for 3d at night",worry
5848,mingshan,I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,worry
13967,eternalstar123,"Ugh I have a hedache; I may be cheap, but fucking shit I still have class with how I roll",worry
12939,the_rockshow,"@under_control aw babyy i'm sorry  i gots too excited, haha. &lt;333",happiness
15249,StephCyrus09,sorry @RockinChick09 I Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dying  bbl love ya,love
10862,maried2music,Sorry. Just think - 2.5 hrs till 2 days off!,sadness
3405,KristenSousa,@trishastewart - ooh. Don't like horseradish  Any alternatives?,neutral
12130,tommcfly,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",neutral
13181,StumpyLove728,"@lil_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",sadness
17954,LaBellaBeauty,@JusLisaE what a damn shame all that body to waste,hate
